sub,lang,POA,syll_dur,v_dur,rate
AD,1,1,0.294,0.262,2
AD,1,1,0.273,0.235,2
AD,1,1,0.281,0.235,2
AD,1,2,0.322,0.289,2
AD,1,2,0.353,0.31,2
AD,1,2,0.378,0.335,2
AD,1,2,0.37,0.332,2
AD,1,2,0.38,0.333,2
AD,1,2,0.369,0.324,2
AD,1,2,0.369,0.319,2
AD,1,2,0.375,0.335,2
AD,1,2,0.384,0.331,2
AD,1,2,0.368,0.338,2
AD,1,2,0.356,0.299,2
AD,1,2,0.371,0.341,2
AD,1,3,0.293,0.255,2
AD,1,3,0.339,0.305,2
AD,1,3,0.341,0.296,2
AD,1,3,0.316,0.275,2
AD,1,3,0.321,0.275,2
AD,1,3,0.309,0.268,2
AD,1,3,0.319,0.274,2
AD,1,3,0.328,0.281,2
AD,1,3,0.326,0.279,2
AD,1,3,0.341,0.294,2
CN,1,1,0.2083,0.1505,2
CN,1,1,0.2342,0.1774,2
CN,1,1,0.2351,0.1775,2
CN,1,1,0.2233,0.1832,2
CN,1,1,0.217,0.164,2
CN,1,1,0.2215,0.1669,2
CN,1,1,0.2272,0.1703,2
CN,1,1,0.2064,0.1513,2
CN,1,1,0.2149,0.1525,2
CN,1,1,0.2089,0.1677,2
CN,1,1,0.1959,0.1371,2
CN,1,1,0.2022,0.1586,2
CN,1,1,0.1985,0.1668,2
CN,1,1,0.2194,0.159,2
CN,1,1,0.2221,0.1653,2
CN,1,1,0.1988,0.1578,2
CN,1,1,0.2682,0.2025,2
CN,1,2,0.235,0.134,2
CN,1,2,0.2082,0.126,2
CN,1,2,0.1703,0.1116,2
CN,1,2,0.1821,0.1149,2
CN,1,2,0.1646,0.1044,2
CN,1,2,0.1936,0.1132,2
CN,1,2,0.1591,0.0752,2
CN,1,2,0.1838,0.1084,2
CN,1,2,0.1611,0.0881,2
CN,1,2,0.1655,0.0768,2
CN,1,2,0.1627,0.0853,2
CN,1,2,0.1684,0.0913,2
CN,1,2,0.158,0.0783,2
CN,1,2,0.1667,0.0616,2
CN,1,2,0.153,0.0854,2
CN,1,2,0.1615,0.0869,2
CN,1,2,0.1654,0.0845,2
CN,1,2,0.1634,0.0871,2
CN,1,2,0.141,0.0693,2
CN,1,2,0.149,0.0938,2
CN,1,2,0.1589,0.0912,2
CN,1,2,0.1306,0.0751,2
CN,1,2,0.1689,0.086,2
CN,1,2,0.1435,0.0908,2
CN,1,2,0.22,0.1495,2
CN,1,3,0.223,0.163,2
CN,1,3,0.29,0.205,2
CN,1,3,0.308,0.242,2
CN,1,3,0.298,0.219,2
CN,1,3,0.282,0.214,2
CN,1,3,0.285,0.203,2
CN,1,3,0.282,0.205,2
CN,1,3,0.276,0.196,2
CN,1,3,0.252,0.188,2
CN,1,3,0.246,0.169,2
CN,1,3,0.266,0.18,2
CN,1,3,0.246,0.171,2
CN,1,3,0.328,0.231,2
JG,1,3,0.223,0.182,2
JG,1,3,0.211,0.166,2
JG,1,3,0.218,0.179,2
JG,1,3,0.209,0.179,2
JG,1,3,0.201,0.163,2
JG,1,3,0.195,0.156,2
JG,1,3,0.196,0.162,2
JG,1,3,0.196,0.158,2
JG,1,3,0.18,0.16,2
JG,1,3,0.196,0.175,2
JG,1,3,0.187,0.172,2
JG,1,3,0.17,0.151,2
JG,1,3,0.194,0.148,2
JG,1,3,0.17,0.139,2
JG,1,3,0.188,0.161,2
JG,1,3,0.173,0.142,2
JG,1,3,0.189,0.151,2
JG,1,3,0.146,0.121,2
JG,1,3,0.197,0.144,2
JG,1,3,0.19,0.142,2
JG,1,3,0.164,0.129,2
JG,1,3,0.161,0.129,2
JG,1,3,0.146,0.117,2
JG,1,1,0.182,0.161,2
JG,1,1,0.208,0.176,2
JG,1,1,0.2,0.179,2
JG,1,1,0.187,0.164,2
JG,1,1,0.163,0.151,2
JG,1,1,0.182,0.169,2
JG,1,1,0.186,0.172,2
JG,1,1,0.199,0.161,2
JG,1,1,0.164,0.154,2
JG,1,1,0.171,0.16,2
JG,1,2,0.218,0.187,2
JG,1,2,0.211,0.162,2
JG,1,2,0.223,0.185,2
JG,1,2,0.215,0.199,2
JG,1,2,0.213,0.189,2
JG,1,2,0.212,0.172,2
JG,1,2,0.187,0.174,2
JG,1,2,0.212,0.195,2
JG,1,2,0.218,0.196,2
JG,1,2,0.172,0.158,2
KG,1,1,0.1819,0.1319,2
KG,1,1,0.1537,0.1053,2
KG,1,1,0.0748,0.06,2
KG,1,1,0.0775,0.0613,2
KG,1,1,0.0632,0.0448,2
KG,1,1,0.0977,0.0828,2
KG,1,1,0.1036,0.0774,2
KG,1,1,0.1011,0.0871,2
KG,1,1,0.1045,0.0893,2
KG,1,1,0.091,0.0774,2
KG,1,1,0.0817,0.0696,2
KG,1,1,0.0955,0.0837,2
KG,1,1,0.0855,0.0748,2
KG,1,1,0.0909,0.0803,2
KG,1,1,0.0916,0.0803,2
KG,1,1,0.1097,0.0989,2
KG,1,1,0.1163,0.1065,2
KG,1,1,0.1136,0.101,2
KG,1,2,0.1303,0.0817,2
KG,1,2,0.1215,0.0871,2
KG,1,2,0.1339,0.1037,2
KG,1,2,0.1321,0.0877,2
KG,1,2,0.1262,0.0954,2
KG,1,2,0.1179,0.0711,2
KG,1,2,0.1297,0.1078,2
KG,1,2,0.1203,0.0888,2
KG,1,2,0.1315,0.0954,2
KG,1,2,0.1191,0.0936,2
KG,1,2,0.1143,0.0734,2
KG,1,2,0.1268,0.0966,2
KG,1,2,0.1155,0.0835,2
KG,1,2,0.1096,0.0853,2
KG,1,2,0.1179,0.0847,2
KG,1,2,0.1214,0.0883,2
KG,1,2,0.1262,0.0711,2
KG,1,2,0.1137,0.066,2
KG,1,2,0.1191,0.0717,2
KG,1,2,0.1013,0.0675,2
KG,1,2,0.096,0.0681,2
KG,1,2,0.1137,0.0877,2
KG,1,2,0.1007,0.0734,2
KG,1,2,0.1114,0.0877,2
KG,1,2,0.0983,0.0717,2
KG,1,2,0.1463,0.1226,2
KG,1,2,0.1463,0.1226,2
KG,1,3,0.1589,0.1148,2
KG,1,3,0.1825,0.1,2
KG,1,3,0.1668,0.1089,2
KG,1,3,0.152,0.1167,2
KG,1,3,0.156,0.1128,2
KG,1,3,0.1334,0.0657,2
KG,1,3,0.1864,0.155,2
KG,1,3,0.1373,0.1059,2
KG,1,3,0.1462,0.1177,2
KG,1,3,0.1383,0.104,2
KG,1,3,0.155,0.1206,2
KG,1,3,0.1344,0.0951,2
KG,1,3,0.1481,0.1069,2
KG,1,3,0.1324,0.099,2
KG,1,3,0.153,0.1177,2
KG,1,3,0.1334,0.103,2
KG,1,3,0.1275,0.0892,2
KG,1,3,0.1766,0.1373,2
BM,1,1,0.294,0.262,2
BM,1,1,0.239,0.252,2
BM,1,1,0.297,0.245,2
BM,1,1,0.294,0.278,2
BM,1,1,0.288,0.246,2
BM,1,1,0.259,0.24,2
BM,1,1,0.305,0.271,2
BM,1,1,0.341,0.323,2
BM,1,1,0.366,0.336,2
BM,1,1,0.318,0.303,2
BM,1,1,0.351,0.334,2
BM,1,1,0.332,0.315,2
BM,1,2,0.163,0.125,2
BM,1,2,0.149,0.131,2
BM,1,2,0.154,0.136,2
BM,1,2,0.168,0.144,2
BM,1,2,0.152,0.133,2
BM,1,2,0.148,0.123,2
BM,1,2,0.122,0.106,2
BM,1,2,0.152,0.127,2
BM,1,2,0.152,0.124,2
BM,1,2,0.137,0.117,2
BM,1,2,0.121,0.097,2
BM,1,2,0.142,0.122,2
BM,1,2,0.136,0.112,2
BM,1,3,0.183,0.152,2
BM,1,3,0.182,0.164,2
BM,1,3,0.187,0.166,2
BM,1,3,0.183,0.155,2
BM,1,3,0.166,0.143,2
BM,1,3,0.171,0.148,2
BM,1,3,0.187,0.161,2
BM,1,3,0.171,0.152,2
BM,1,3,0.2,0.166,2
GR,1,1,0.321,0.287,2
GR,1,1,0.372,0.319,2
GR,1,1,0.377,0.315,2
GR,1,1,0.339,0.293,2
GR,1,1,0.336,0.277,2
GR,1,1,0.315,0.268,2
GR,1,1,0.291,0.232,2
GR,1,1,0.333,0.28,2
GR,1,2,0.346,0.272,2
GR,1,2,0.365,0.291,2
GR,1,2,0.364,0.278,2
GR,1,2,0.331,0.271,2
GR,1,2,0.354,0.275,2
GR,1,2,0.348,0.262,2
GR,1,2,0.341,0.263,2
GR,1,2,0.347,0.277,2
GR,1,3,0.38,0.303,2
GR,1,3,0.37,0.301,2
GR,1,3,0.354,0.275,2
GR,1,3,0.381,0.307,2
GR,1,3,0.359,0.283,2
GR,1,3,0.302,0.221,2
GR,1,3,0.416,0.329,2
RJ,1,1,0.415,0.336,2
RJ,1,1,0.287,0.242,2
RJ,1,1,0.284,0.213,2
RJ,1,1,0.337,0.283,2
RJ,1,1,0.293,0.238,2
RJ,1,1,0.309,0.259,2
RJ,1,1,0.357,0.321,2
RJ,1,1,0.241,0.192,2
RJ,1,1,0.251,0.206,2
RJ,1,1,0.308,0.25,2
RJ,1,1,0.245,0.213,2
RJ,1,2,0.154,0.113,2
RJ,1,2,0.15,0.112,2
RJ,1,2,0.143,0.109,2
RJ,1,2,0.15,0.122,2
RJ,1,2,0.142,0.088,2
RJ,1,2,0.143,0.099,2
RJ,1,2,0.158,0.128,2
RJ,1,2,0.15,0.119,2
RJ,1,2,0.155,0.103,2
RJ,1,2,0.151,0.107,2
RJ,1,2,0.16,0.122,2
RJ,1,2,0.173,0.128,2
RJ,1,2,0.155,0.11,2
RJ,1,2,0.153,0.123,2
RJ,1,2,0.166,0.128,2
RJ,1,3,0.367,0.312,2
RJ,1,3,0.385,0.332,2
RJ,1,3,0.361,0.304,2
RJ,1,3,0.374,0.318,2
RJ,1,3,0.333,0.281,2
RJ,1,3,0.325,0.264,2
RJ,1,3,0.386,0.315,2
RJ,1,3,0.359,0.297,2
RJ,1,3,0.396,0.324,2
RJ,1,3,0.377,0.32,2
RJ,1,3,0.425,0.376,2
RJ,1,3,0.384,0.338,2
DD,1,1,0.291,0.205,2
DD,1,1,0.305,0.234,2
DD,1,1,0.304,0.235,2
DD,1,1,0.328,0.256,2
DD,1,1,0.291,0.221,2
DD,1,1,0.301,0.223,2
DD,1,1,0.289,0.222,2
DD,1,1,0.292,0.236,2
DD,1,1,0.266,0.195,2
DD,1,1,0.27,0.211,2
DD,1,1,0.28,0.205,2
DD,1,1,0.277,0.201,2
DD,1,1,0.258,0.192,2
DD,1,1,0.278,0.194,2
DD,1,1,0.267,0.204,2
DD,1,2,0.229,0.16,2
DD,1,2,0.237,0.182,2
DD,1,2,0.229,0.186,2
DD,1,2,0.245,0.201,2
DD,1,2,0.218,0.169,2
DD,1,2,0.232,0.195,2
DD,1,2,0.269,0.178,2
DD,1,2,0.251,0.194,2
DD,1,2,0.258,0.174,2
DD,1,2,0.256,0.193,2
DD,1,2,0.24,0.181,2
DD,1,2,0.261,0.185,2
DD,1,2,0.256,0.196,2
DD,1,2,0.25,0.194,2
DD,1,2,0.232,0.17,2
DD,1,2,0.214,0.185,2
DD,1,3,0.219,0.15,2
DD,1,3,0.259,0.192,2
DD,1,3,0.237,0.198,2
DD,1,3,0.26,0.172,2
DD,1,3,0.228,0.174,2
DD,1,3,0.261,0.187,2
DD,1,3,0.261,0.226,2
DD,1,3,0.22,0.172,2
DD,1,3,0.233,0.192,2
DD,1,3,0.262,0.219,2
DD,1,3,0.224,0.174,2
AB,1,3,0.5765,0.426,1
AB,1,3,0.5349,0.3581,1
AB,1,3,0.5046,0.3695,1
AB,1,3,0.4776,0.3524,1
AB,1,3,0.5036,0.3567,1
AB,1,3,0.4646,0.3272,1
AB,1,3,0.4774,0.3558,1
AB,1,3,0.4811,0.3588,1
AB,1,3,0.433,0.3259,1
AB,1,3,0.4651,0.3448,1
AB,1,3,0.4882,0.3526,1
AB,1,3,0.4554,0.3247,1
AB,1,3,0.4768,0.3568,1
AB,1,3,0.4817,0.3423,1
AB,1,2,0.06638,0.4886,1
AB,1,2,0.6574,0.5008,1
AB,1,2,0.615,0.4762,1
AB,1,2,0.5451,0.42,1
AB,1,2,0.5601,0.4422,1
AB,1,2,0.5221,0.3979,1
AB,1,2,0.5352,0.4197,1
AB,1,2,0.533,0.4343,1
AB,1,2,0.5074,0.4122,1
AB,1,2,0.5657,0.4274,1
AB,1,2,0.5377,0.4311,1
AB,1,1,0.6519,0.5137,1
AB,1,1,0.6461,0.4847,1
AB,1,1,0.581,0.4122,1
AB,1,1,0.5246,0.3957,1
AB,1,1,0.5265,0.3964,1
AB,1,1,0.4952,0.3786,1
AB,1,1,0.5417,0.4196,1
AB,1,1,0.4848,0.3593,1
AB,1,1,0.4835,0.3668,1
AB,1,1,0.4512,0.3453,1
GC,1,1,0.2936,0.2189,1
GC,1,1,0.3048,0.2322,1
GC,1,1,0.3707,0.2791,1
GC,1,1,0.4001,0.2997,1
GC,1,1,0.3501,0.2483,1
GC,1,1,0.3696,0.2765,1
GC,1,1,0.3429,0.2509,1
GC,1,1,0.3596,0.2747,1
GC,1,1,0.3734,0.2884,1
GC,1,1,0.3656,0.2851,1
GC,1,1,0.3754,0.3004,1
GC,1,1,0.3765,0.2928,1
GC,1,2,0.3891,0.2942,1
GC,1,2,0.4474,0.344,1
GC,1,2,0.4575,0.3435,1
GC,1,2,0.4583,0.3476,1
GC,1,2,0.4674,0.3646,1
GC,1,2,0.4653,0.3616,1
GC,1,2,0.4606,0.3599,1
GC,1,2,0.4472,0.3572,1
GC,1,2,0.4323,0.3535,1
GC,1,2,0.3859,0.2915,1
GC,1,3,0.4135,0.3246,1
GC,1,3,0.4073,0.3297,1
GC,1,3,0.4449,0.3499,1
GC,1,3,0.4035,0.3066,1
GC,1,3,0.4466,0.3424,1
GC,1,3,0.4368,0.3641,1
GC,1,3,0.4759,0.3887,1
GC,1,3,0.492,0.3889,1
GC,1,3,0.4915,0.3998,1
GC,1,3,0.5035,0.391,1
GC,1,3,0.4819,0.3811,1
GC,1,3,0.4131,0.3377,1
GC,1,3,0.3177,0.2195,1
LD,1,1,0.496,0.331,1
LD,1,1,0.4809,0.3313,1
LD,1,1,0.3939,0.3114,1
LD,1,1,0.374,0.3017,1
LD,1,1,0.4254,0.3333,1
LD,1,1,0.4475,0.3417,1
LD,1,1,0.4423,0.3161,1
LD,1,1,0.41,0.2861,1
LD,1,2,0.4741,0.3353,1
LD,1,2,0.4606,0.347,1
LD,1,2,0.4521,0.3675,1
LD,1,2,0.5424,0.4231,1
LD,1,2,0.5203,0.4067,1
LD,1,2,0.5068,0.3962,1
LD,1,2,0.5102,0.3947,1
LD,1,2,0.4402,0.3338,1
LD,1,3,0.4817,0.3758,1
LD,1,3,0.4562,0.3623,1
LD,1,3,0.5073,0.384,1
LD,1,3,0.4577,0.3579,1
LD,1,3,0.4438,0.36,1
LD,1,3,0.4922,0.3935,1
LD,1,3,0.4649,0.359,1
LD,1,3,0.4035,0.3166,1
KL,1,1,0.425,0.33,1
KL,1,1,0.457,0.354,1
KL,1,1,0.438,0.299,1
KL,1,1,0.473,0.339,1
KL,1,1,0.513,0.342,1
KL,1,1,0.535,0.379,1
KL,1,1,0.467,0.319,1
KL,1,1,0.545,0.404,1
KL,1,1,0.494,0.365,1
KL,1,1,0.567,0.424,1
KL,1,1,0.505,0.378,1
KL,1,1,0.541,0.41,1
KL,1,1,0.513,0.365,1
KL,1,1,0.47,0.369,1
KL,1,1,0.527,0.397,1
KL,1,2,0.406,0.305,1
KL,1,2,0.451,0.317,1
KL,1,2,0.469,0.348,1
KL,1,2,0.438,0.321,1
KL,1,2,0.451,0.311,1
KL,1,2,0.43,0.292,1
KL,1,2,0.429,0.31,1
KL,1,2,0.405,0.277,1
KL,1,2,0.554,0.422,1
KL,1,2,0.451,0.33,1
KL,1,2,0.415,0.291,1
KL,1,3,0.368,0.274,1
KL,1,3,0.424,0.306,1
KL,1,3,0.434,0.308,1
KL,1,3,0.406,0.286,1
KL,1,3,0.425,0.302,1
KL,1,3,0.407,0.281,1
KL,1,3,0.538,0.315,1
KL,1,3,0.429,0.291,1
KL,1,3,0.441,0.317,1
KL,1,3,0.398,0.291,1
KL,1,3,0.444,0.321,1
AD,1,1,0.395,0.328,1
AD,1,1,0.447,0.394,1
AD,1,1,0.443,0.378,1
AD,1,1,0.414,0.359,1
AD,1,1,0.403,0.342,1
AD,1,1,0.399,0.339,1
AD,1,1,0.388,0.317,1
AD,1,1,0.382,0.33,1
AD,1,1,0.372,0.306,1
AD,1,1,0.385,0.336,1
AD,1,1,0.362,0.298,1
AD,1,1,0.403,0.343,1
AD,1,2,0.409,0.372,1
AD,1,2,0.45,0.398,1
AD,1,2,0.47,0.403,1
AD,1,2,0.443,0.389,1
AD,1,2,0.423,0.371,1
AD,1,2,0.425,0.372,1
AD,1,2,0.408,0.359,1
AD,1,2,0.388,0.345,1
AD,1,2,0.391,0.343,1
AD,1,2,0.411,0.363,1
AD,1,2,0.378,0.33,1
AD,1,3,0.495,0.444,1
AD,1,3,0.546,0.482,1
AD,1,3,0.523,0.447,1
AD,1,3,0.499,0.446,1
AD,1,3,0.529,0.465,1
AD,1,3,0.502,0.43,1
AD,1,3,0.486,0.439,1
AD,1,3,0.477,0.41,1
AD,1,3,0.449,0.394,1
AD,1,3,0.446,0.388,1
AD,1,3,0.465,0.428,1
CN,1,1,0.358,0.285,1
CN,1,1,0.36,0.284,1
CN,1,1,0.384,0.306,1
CN,1,1,0.343,0.285,1
CN,1,1,0.377,0.292,1
CN,1,1,0.361,0.295,1
CN,1,1,0.351,0.28,1
CN,1,1,0.37,0.299,1
CN,1,1,0.391,0.317,1
CN,1,1,0.362,0.271,1
CN,1,2,0.2729,0.1918,1
CN,1,2,0.2673,0.227,1
CN,1,2,0.2856,0.2031,1
CN,1,2,0.292,0.2207,1
CN,1,2,0.2925,0.2093,1
CN,1,2,0.314,0.223,1
CN,1,2,0.3011,0.2185,1
CN,1,2,0.3034,0.2298,1
CN,1,2,0.2943,0.2151,1
CN,1,2,0.2929,0.2067,1
CN,1,2,0.2956,0.2106,1
CN,1,2,0.2878,0.21,1
CN,1,3,0.404,0.283,1
CN,1,3,0.356,0.263,1
CN,1,3,0.373,0.298,1
CN,1,3,0.39,0.298,1
CN,1,3,0.384,0.295,1
CN,1,3,0.378,0.29,1
CN,1,3,0.384,0.298,1
CN,1,3,0.368,0.288,1
CN,1,3,0.396,0.288,1
JG,1,3,0.275,0.219,1
JG,1,3,0.256,0.203,1
JG,1,3,0.259,0.208,1
JG,1,3,0.273,0.221,1
JG,1,3,0.276,0.201,1
JG,1,3,0.273,0.234,1
JG,1,3,0.278,0.23,1
JG,1,3,0.279,0.234,1
JG,1,1,0.261,0.224,1
JG,1,1,0.262,0.231,1
JG,1,1,0.278,0.238,1
JG,1,1,0.264,0.215,1
JG,1,1,0.245,0.191,1
JG,1,1,0.31,0.203,1
JG,1,1,0.246,0.202,1
JG,1,1,0.234,0.197,1
JG,1,2,0.245,0.197,1
JG,1,2,0.267,0.202,1
JG,1,2,0.256,0.219,1
JG,1,2,0.263,0.214,1
JG,1,2,0.219,0.202,1
JG,1,2,0.268,0.216,1
JG,1,2,0.268,0.222,1
JG,1,2,0.23,0.204,1
KG,1,1,0.16,0.116,1
KG,1,1,0.228,0.166,1
KG,1,1,0.1804,0.1575,1
KG,1,1,0.1918,0.1564,1
KG,1,1,0.1912,0.1725,1
KG,1,1,0.2027,0.1819,1
KG,1,1,0.187,0.1683,1
KG,1,1,0.2134,0.1851,1
KG,1,1,0.2071,0.1768,1
KG,1,1,0.1971,0.1771,1
KG,1,1,0.2258,0.1961,1
KG,1,1,0.1893,0.163,1
KG,1,1,0.1924,0.1693,1
KG,1,1,0.19,0.1682,1
KG,1,1,0.2004,0.1779,1
KG,1,1,0.254,0.2312,1
KG,1,2,0.2062,0.1576,1
KG,1,2,0.2394,0.1825,1
KG,1,2,0.2595,0.1588,1
KG,1,2,0.2311,0.1825,1
KG,1,2,0.2406,0.1777,1
KG,1,2,0.2346,0.1505,1
KG,1,2,0.218,0.1766,1
KG,1,2,0.2287,0.1718,1
KG,1,2,0.2275,0.16,1
KG,1,2,0.2263,0.1552,1
KG,1,2,0.224,0.1671,1
KG,1,2,0.2204,0.1582,1
KG,1,2,0.2205,0.1789,1
KG,1,2,0.2074,0.154,1
KG,1,2,0.2044,0.1594,1
KG,1,2,0.2068,0.1635,1
KG,1,3,0.1766,0.1471,1
KG,1,3,0.2197,0.1785,1
KG,1,3,0.1874,0.154,1
KG,1,3,0.2021,0.167,1
KG,1,3,0.1912,0.1579,1
KG,1,3,0.2139,0.1726,1
KG,1,3,0.1952,0.1491,1
KG,1,3,0.2031,0.1569,1
KG,1,3,0.1893,0.1481,1
KG,1,3,0.205,0.1648,1
KG,1,3,0.207,0.1403,1
KG,1,3,0.1766,0.1286,1
KG,1,3,0.1648,0.1275,1
BM,1,1,0.484,0.39,1
BM,1,1,0.479,0.425,1
BM,1,1,0.458,0.442,1
BM,1,1,0.405,0.364,1
BM,1,1,0.464,0.39,1
BM,1,1,0.454,0.397,1
BM,1,1,0.475,0.051,1
BM,1,1,0.455,0.414,1
BM,1,1,0.421,0.386,1
BM,1,1,0.43,0.392,1
BM,1,1,0.434,0.403,1
BM,1,1,0.412,0.36,1
BM,1,2,0.427,0.373,1
BM,1,2,0.472,0.425,1
BM,1,2,0.504,0.454,1
BM,1,2,0.504,0.454,1
BM,1,2,0.497,0.449,1
BM,1,2,0.473,0.428,1
BM,1,2,0.442,0.4,1
BM,1,3,0.433,0.387,1
BM,1,3,0.467,0.418,1
BM,1,3,0.43,0.391,1
BM,1,3,0.472,0.413,1
BM,1,3,0.461,0.41,1
BM,1,3,0.451,0.402,1
BM,1,3,0.491,0.443,1
BM,1,3,0.5,0.461,1
GR,1,1,0.349,0.309,1
GR,1,1,0.365,0.327,1
GR,1,1,0.348,0.3,1
GR,1,1,0.356,0.29,1
GR,1,1,0.33,0.286,1
GR,1,1,0.33,0.275,1
GR,1,2,0.426,0.364,1
GR,1,2,0.355,0.302,1
GR,1,2,0.387,0.325,1
GR,1,2,0.371,0.324,1
GR,1,2,0.39,0.333,1
GR,1,2,0.404,0.323,1
GR,1,3,0.418,0.365,1
GR,1,3,0.428,0.365,1
GR,1,3,0.379,0.316,1
GR,1,3,0.388,0.309,1
GR,1,3,0.421,0.343,1
GR,1,3,0.401,0.326,1
RJ,1,1,0.445,0.376,1
RJ,1,1,0.49,0.413,1
RJ,1,1,0.538,0.442,1
RJ,1,1,0.516,0.447,1
RJ,1,1,0.56,0.49,1
RJ,1,1,0.389,0.316,1
RJ,1,2,0.359,0.304,1
RJ,1,2,0.459,0.375,1
RJ,1,2,0.479,0.415,1
RJ,1,2,0.368,0.311,1
RJ,1,2,0.358,0.281,1
RJ,1,2,0.313,0.25,1
RJ,1,2,0.422,0.345,1
RJ,1,2,0.284,0.229,1
RJ,1,3,0.44,0.403,1
RJ,1,3,0.513,0.475,1
RJ,1,3,0.461,0.405,1
RJ,1,3,0.474,0.409,1
RJ,1,3,0.465,0.376,1
RJ,1,3,0.408,0.36,1
RJ,1,3,0.455,0.384,1
DD,1,1,0.329,0.243,1
DD,1,1,0.388,0.293,1
DD,1,1,0.376,0.29,1
DD,1,1,0.358,0.293,1
DD,1,1,0.356,0.279,1
DD,1,1,0.319,0.251,1
DD,1,1,0.304,0.227,1
DD,1,1,0.373,0.312,1
DD,1,1,0.34,0.273,1
DD,1,1,0.361,0.282,1
DD,1,1,0.397,0.31,1
DD,1,1,0.393,0.323,1
DD,1,2,0.251,0.203,1
DD,1,2,0.357,0.285,1
DD,1,2,0.347,0.293,1
DD,1,2,0.35,0.275,1
DD,1,2,0.32,0.235,1
DD,1,2,0.349,0.266,1
DD,1,2,0.327,0.245,1
DD,1,2,0.318,0.234,1
DD,1,2,0.36,0.291,1
DD,1,2,0.36,0.263,1
DD,1,2,0.316,0.232,1
DD,1,2,0.345,0.272,1
DD,1,2,0.3,0.221,1
DD,1,2,0.341,0.261,1
DD,1,2,0.274,0.214,1
DD,1,3,0.345,0.254,1
DD,1,3,0.311,0.254,1
DD,1,3,0.337,0.245,1
DD,1,3,0.331,0.267,1
DD,1,3,0.322,0.255,1
DD,1,3,0.287,0.213,1
DD,1,3,0.282,0.206,1
DD,1,3,0.37,0.298,1
DD,1,3,0.311,0.211,1
DD,1,3,0.352,0.283,1
DD,1,3,0.261,0.192,1
DD,1,3,0.333,0.268,1
DD,1,3,0.31,0.245,1
DD,1,3,0.274,0.211,1
DD,1,3,0.305,0.245,1
DD,1,3,0.234,0.17,1
DD,1,3,0.271,0.225,1
DD,1,3,0.351,0.264,1
AB,1,3,0.1303,0.0852,4
AB,1,3,0.1122,0.0805,4
AB,1,3,0.1318,0.1048,4
AB,1,3,0.1285,0.0838,4
AB,1,3,0.1437,0.0905,4
AB,1,3,0.1107,0.0777,4
AB,1,3,0.1151,0.0934,4
AB,1,3,0.0209,0.0074,4
AB,1,3,0.0429,0.0348,4
AB,1,3,0.1238,0.0734,4
AB,1,3,0.1174,0.0772,4
AB,1,3,0.1281,0.0914,4
AB,1,3,0.1272,0.0763,4
AB,1,3,0.125,0.0702,4
AB,1,3,0.1306,0.0901,4
AB,1,3,0.1561,0.1064,4
AB,1,3,0.1602,0.1101,4
AB,1,3,0.139,0.0859,4
AB,1,3,0.1731,0.1263,4
AB,1,3,0.1566,0.0977,4
AB,1,3,0.1412,0.0936,4
AB,1,3,0.1515,0.1037,4
AB,1,3,0.1369,0.0909,4
AB,1,3,0.1078,0.0774,4
AB,1,3,0.1446,0.0964,4
AB,1,2,0.1807,0.1447,4
AB,1,2,0.145,0.1057,4
AB,1,2,0.1862,0.1168,4
AB,1,2,0.1436,0.0866,4
AB,1,2,0.1362,0.092,4
AB,1,2,0.1989,0.0973,4
AB,1,2,0.1573,0.0926,4
AB,1,2,0.1813,0.1291,4
AB,1,2,0.1483,0.0847,4
AB,1,2,0.136,0.0735,4
AB,1,2,0.1542,0.1115,4
AB,1,2,0.1366,0.0994,4
AB,1,2,0.1752,0.1263,4
AB,1,2,0.1682,0.0728,4
AB,1,2,0.1457,0.118,4
AB,1,2,0.2141,0.0843,4
AB,1,2,0.1475,0.091,4
AB,1,2,0.1478,0.0927,4
AB,1,2,0.1671,0.1019,4
AB,1,2,0.1821,0.1577,4
AB,1,2,0.169,0.0906,4
AB,1,2,0.1974,0.1237,4
AB,1,2,0.1645,0.1173,4
AB,1,2,0.232,0.1118,4
AB,1,1,0.1727,0.105,4
AB,1,1,0.2082,0.117,4
AB,1,1,0.1563,0.1127,4
AB,1,1,0.1961,0.1718,4
AB,1,1,0.1859,0.1255,4
AB,1,1,0.0823,0.0394,4
AB,1,1,0.0907,0.0812,4
AB,1,1,0.121,0.0906,4
AB,1,1,0.1121,0.0829,4
AB,1,1,0.1458,0.1059,4
AB,1,1,0.1642,0.1188,4
AB,1,1,0.1727,0.1379,4
AB,1,1,0.1003,0.0789,4
AB,1,1,0.1144,0.0404,4
AB,1,1,0.1036,0.0753,4
AB,1,1,0.102,0.0815,4
AB,1,1,0.1151,0.0786,4
AB,1,1,0.096,0.0647,4
AB,1,1,0.1151,0.0814,4
AB,1,1,0.0979,0.0561,4
AB,1,1,0.0794,0.0459,4
AB,1,1,0.12,0.1005,4
AB,1,1,0.1559,0.1139,4
AB,1,1,0.1582,0.1035,4
AB,1,1,0.1489,0.0997,4
AB,1,1,0.1309,0.0871,4
AB,1,1,0.1198,0.0933,4
AB,1,1,0.1621,0.1263,4
GC,1,1,0.1345,0.0845,4
GC,1,1,0.1093,0.0758,4
GC,1,1,0.1225,0.0863,4
GC,1,1,0.093,0.0709,4
GC,1,1,0.1065,0.0915,4
